收寄城市,寄达城市,流量_集包,流量_大件,总流量
石家庄,厦门,93,1042,1135
石家庄,呼和浩特,129,1422,1551
石家庄,贵阳,216,2514,2730
石家庄,金华,59,675,734
石家庄,大理州,33,357,390
天津,石家庄,58,1710,1768
天津,天津,42,1206,1248
天津,广州,55,1898,1953
唐山,天津,65,840,905
唐山,北京,38,475,513
廊坊,石家庄,53,492,545
廊坊,北京,111,1104,1215
廊坊,锦州,12,104,116
廊坊,沈阳,68,578,646
廊坊,武汉,48,441,489
廊坊,湛江,12,98,110
廊坊,南宁,27,253,280
廊坊,柳州,12,104,116
廊坊,成都,54,492,546
保定,厦门,31,220,251
保定,郑州,149,1271,1420
保定,贵阳,109,924,1033
保定,哈尔滨,97,778,875
保定,杭州,41,332,373
保定,阿克苏,34,271,305
保定,武汉,75,643,718
保定,西宁,13,95,108
北京,贵阳,42,826,868
沈阳,石家庄,137,1138,1275
沈阳,广州,145,1125,1270
沈阳,银川,54,387,441
沈阳,乌鲁木齐,51,358,409
长春,广州,41,1051,1092
哈尔滨,天津,62,1886,1948
南京,北京,249,3269,3518
南京,蚌埠,93,1111,1204
南京,合肥,189,2368,2557
南京,济南,230,2595,2825
南京,宁波,119,1507,1626
南京,厦门,105,1253,1358
南京,南充,66,744,810
南京,西安,201,2404,2605
扬州,锦州,16,166,182
常州,济南,278,2802,3080
无锡,侯马,45,329,374
无锡,南昌,67,505,572
无锡,阿克苏,10,64,74
常州,合肥,163,1678,1841
苏州,合肥,146,1195,1341
苏州,杭州,221,1874,2095
苏州,太原,95,747,842
苏州,南昌,114,876,990
苏州,兰州,86,676,762
苏州,阿克苏,26,198,224
徐州,石家庄,207,3849,4056
徐州,南宁,163,3013,3176
徐州,柳州,67,1146,1213
徐州,成都,302,5507,5809
连云港,太原,25,167,192
连云港,侯马,14,90,104
连云港,合肥,46,325,371
连云港,青岛,48,343,391
淮安,沈阳,27,252,279
淮安,合肥,36,366,402
淮安,南昌,29,294,323
徐州,兰州,118,2109,2227
盐城,济南,131,718,849
盐城,杭州,74,420,494
盐城,漯河,44,223,267
盐城,湛江,22,106,128
盐城,宁波,44,256,300
扬州,乌鲁木齐,36,409,445
常州,长春,157,1566,1723
常州,青岛,135,1389,1524
常州,金华,72,699,771
常州,海口,72,714,786
南通,石家庄,46,1000,1046
南通,洛阳,26,543,569
南通,拉萨,18,409,427
合肥,呼和浩特,141,1477,1618
合肥,哈尔滨,227,2436,2663
合肥,天津,242,2643,2885
合肥,蚌埠,173,1805,1978
合肥,杭州,201,2223,2424
合肥,武汉,354,3953,4307
合肥,成都,399,4321,4720
安庆,北京,99,1009,1108
安庆,芜湖,56,542,598
安庆,厦门,82,747,829
安庆,信阳,78,735,813
安庆,柳州,55,512,567
蚌埠,汕头,89,846,935
蚌埠,侯马,87,866,953
蚌埠,常州,63,579,642
蚌埠,南充,70,640,710
合肥,南充,101,1026,1127
芜湖,合肥,86,1072,1158
潍坊,天津,33,497,530
青岛,天津,40,605,645
临沂,郑州,47,545,592
临沂,沈阳,49,579,628
杭州,呼和浩特,202,453,655
杭州,太原,358,820,1178
杭州,南京,451,1052,1503
杭州,洛阳,200,459,659
杭州,漯河,274,610,884
杭州,兰州,239,576,815
湖州,锦州,38,96,134
湖州,南昌,167,451,618
湖州,厦门,106,280,386
嘉兴,太原,97,290,387
嘉兴,侯马,57,165,222
嘉兴,信阳,78,226,304
嘉兴,阿克苏,27,74,101
宁波,沈阳,211,1650,1861
宁波,侯马,80,627,707
宁波,长春,138,1107,1245
宁波,济南,301,2381,2682
宁波,柳州,77,596,673
宁波,海口,80,677,757
台州,哈尔滨,235,811,1046
台州,石家庄,229,827,1056
台州,长春,191,665,856
台州,南京,232,845,1077
台州,福州,311,1120,1431
台州,厦门,208,754,962
台州,长沙,384,1403,1787
台州,武汉,382,1361,1743
台州,中山,215,766,981
金华,济南,880,6672,7552
金华,成都,744,5615,6359
金华,阿克苏,44,317,361
温州,哈尔滨,192,733,925
温州,南京,170,708,878
温州,常州,106,432,538
温州,南昌,219,849,1068
温州,南宁,204,837,1041
温州,成都,329,1271,1600
温州,安庆,63,240,303
温州,银川,52,217,269
南昌,锦州,41,342,383
南昌,呼和浩特,102,842,944
南昌,侯马,79,781,860
南昌,洛阳,67,724,791
南昌,柳州,75,778,853
南昌,长春,122,1075,1197
南昌,阿克苏,39,205,244
福州,广州,296,4098,4394
福州,石家庄,91,953,1044
福州,柳州,40,427,467
福州,南充,34,373,407
厦门,厦门,56,1707,1763
泉州,南宁,52,1674,1726
泉州,乌鲁木齐,54,1704,1758
重庆,哈尔滨,72,2693,2765
重庆,沈阳,69,2414,2483
重庆,南京,31,1089,1120
重庆,青岛,35,1196,1231
重庆,漯河,21,667,688
重庆,湛江,15,539,554
长沙,石家庄,175,2612,2787
长沙,合肥,136,2161,2297
长沙,郑州,238,3672,3910
长沙,贵阳,283,5033,5316
长沙,成都,350,5576,5926
长沙,阿克苏,26,308,334
武汉,锦州,44,899,943
武汉,南京,118,2562,2680
武汉,柳州,76,1469,1545
武汉,成都,331,7439,7770
武汉,昆明,161,3323,3484
武汉,大理州,42,770,812
武汉,乌鲁木齐,121,2264,2385
郑州,南昌,217,3933,4150
郑州,武汉,304,5851,6155
郑州,呼和浩特,141,2399,2540
洛阳,北京,216,2096,2312
洛阳,贵阳,128,1240,1368
洛阳,长沙,115,1258,1373
洛阳,武汉,121,1340,1461
漯河,天津,44,1088,1132
漯河,信阳,40,804,844
信阳,广州,99,1399,1498
郑州,成都,336,6208,6544
郑州,银川,94,1580,1674
广州,西安,263,2597,2860
汕头,沈阳,41,343,384
汕头,天津,49,337,386
汕头,青岛,28,218,246
汕头,杭州,30,221,251
汕头,南昌,52,439,491
汕头,福州,72,575,647
汕头,厦门,45,367,412
汕头,长沙,99,840,939
汕头,漯河,28,173,201
汕头,乌鲁木齐,50,401,451
广州,石家庄,149,1449,1598
湛江,汕头,15,326,341
中山,哈尔滨,62,705,767
昆明,杭州,33,658,691
西安,西安,293,9734,10027
石家庄,重庆,148,1791,1939
石家庄,无锡,61,722,783
石家庄,东莞,114,1421,1535
天津,临沂,17,653,670
天津,嘉兴,8,231,239
天津,金华,10,290,300
天津,厦门,14,413,427
天津,武汉,33,1216,1249
天津,襄阳,8,210,218
天津,中山,17,485,502
天津,深圳,21,722,743
唐山,芜湖,3,26,29
唐山,烟台,4,42,46
唐山,兰州,6,59,65
北京,苏州,30,647,677
北京,徐州,23,480,503
北京,重庆,41,974,1015
北京,洛阳,25,557,582
廊坊,无锡,12,103,115
廊坊,潍坊,12,109,121
廊坊,包头,7,60,67
廊坊,连云港,5,44,49
廊坊,金华,10,91,101
廊坊,内江,3,20,23
保定,海口,29,242,271
保定,烟台,32,262,294
保定,金华,21,169,190
保定,大理州,14,111,125
北京,赣州,11,230,241
北京,福州,39,841,880
北京,银川,24,476,500
沈阳,烟台,35,266,301
沈阳,金华,38,274,312
沈阳,南充,24,153,177
沈阳,拉萨,9,60,69
长春,潍坊,10,248,258
长春,兰州,14,384,398
哈尔滨,北京,89,3061,3150
哈尔滨,烟台,16,485,501
哈尔滨,临沂,12,327,339
南京,保定,47,574,621
南京,济宁,44,507,551
南京,湖州,37,441,478
南京,温州,91,1156,1247
南京,常德,38,450,488
扬州,廊坊,11,114,125
扬州,上海,133,1585,1718
扬州,烟台,15,156,171
扬州,温州,31,340,371
扬州,常德,14,144,158
常州,大连,55,547,602
常州,临沂,51,522,573
常州,东莞,102,1048,1150
常州,银川,51,509,560
无锡,烟台,33,257,290
无锡,温州,55,435,490
无锡,昆明,55,431,486
无锡,拉萨,7,51,58
苏州,湖州,38,298,336
苏州,荆州,17,131,148
徐州,台州,53,947,1000
徐州,东莞,125,2467,2592
徐州,包头,31,507,538
徐州,荆州,22,403,425
徐州,拉萨,9,128,137
连云港,湖州,10,59,69
连云港,大理州,10,57,67
淮安,柳州,10,71,81
盐城,哈尔滨,47,275,322
盐城,潍坊,30,167,197
盐城,台州,23,127,150
盐城,泉州,23,125,148
盐城,长沙,59,318,377
盐城,洛阳,33,180,213
盐城,义乌,9,50,59
盐城,阿克苏,10,46,56
常州,廊坊,35,357,392
常州,内江,12,112,124
南通,保定,17,368,385
南通,烟台,20,437,457
南通,嘉兴,31,670,701
南通,大理州,10,221,231
合肥,保定,77,842,919
合肥,苏州,170,1890,2060
合肥,盐城,52,534,586
合肥,南通,64,687,751
合肥,宁波,120,1294,1414
合肥,台州,60,646,706
合肥,宝鸡,27,271,298
安庆,济宁,35,357,392
安庆,湖州,26,255,281
安庆,温州,68,741,809
蚌埠,兰州,91,994,1085
蚌埠,银川,74,738,812
蚌埠,包头,28,272,300
蚌埠,荆州,16,162,178
芜湖,厦门,36,420,456
芜湖,汕头,38,446,484
芜湖,兰州,48,620,668
芜湖,包头,15,167,182
芜湖,唐山,18,236,254
济南,北京,544,6488,7032
济南,温州,78,867,945
济南,昆明,97,1155,1252
济南,襄阳,46,484,530
潍坊,长春,23,361,384
潍坊,苏州,22,328,350
潍坊,南宁,13,188,201
潍坊,兰州,31,503,534
潍坊,常州,13,170,183
潍坊,南通,8,106,114
潍坊,湛江,7,108,115
潍坊,柳州,5,72,77
潍坊,南充,9,130,139
潍坊,大理州,4,53,57
青岛,南京,29,389,418
青岛,武汉,41,597,638
青岛,信阳,21,256,277
青岛,西安,52,776,828
青岛,呼和浩特,39,503,542
青岛,无锡,14,195,209
青岛,徐州,21,287,308
青岛,兰州,33,449,482
青岛,唐山,12,170,182
青岛,保定,14,195,209
济宁,侯马,16,287,303
济宁,天津,31,648,679
济宁,杭州,23,446,469
济宁,金华,11,190,201
临沂,青岛,29,336,365
临沂,南昌,23,282,305
临沂,长沙,36,420,456
临沂,汕头,16,179,195
济宁,潍坊,12,249,261
济宁,南充,12,205,217
临沂,廊坊,7,84,91
临沂,济宁,12,135,147
临沂,襄阳,8,86,94
临沂,南宁,9,104,113
杭州,扬州,101,231,332
杭州,烟台,133,309,442
杭州,内江,29,66,95
杭州,喀什,18,43,61
湖州,大连,33,85,118
湖州,连云港,35,93,128
湖州,盐城,46,119,165
湖州,台州,61,152,213
湖州,荆州,19,51,70
嘉兴,上海,431,1434,1865
嘉兴,无锡,67,215,282
嘉兴,烟台,42,133,175
嘉兴,西宁,19,56,75
嘉兴,拉萨,18,51,69
宁波,包头,20,149,169
宁波,唐山,46,368,414
宁波,保定,58,484,542
宁波,上海,317,2774,3091
宁波,连云港,32,257,289
宁波,宝鸡,18,140,158
台州,无锡,130,480,610
台州,连云港,61,220,281
台州,扬州,54,197,251
台州,内江,19,62,81
台州,喀什,10,33,43
金华,盐城,143,1109,1252
温州,内江,13,49,62
南昌,昆明,166,1848,2014
南昌,唐山,40,441,481
南昌,无锡,54,771,825
南昌,赣州,49,623,672
南昌,宝鸡,16,186,202
鹰潭,南昌,31,262,293
鹰潭,贵阳,32,300,332
鹰潭,昆明,28,286,314
鹰潭,兰州,16,156,172
鹰潭,无锡,7,59,66
鹰潭,中山,16,132,148
福州,北京,138,2521,2659
福州,温州,53,660,713
福州,呼和浩特,35,475,510
福州,潍坊,25,290,315
福州,济宁,26,257,283
福州,赣州,28,343,371
福州,常德,21,297,318
厦门,苏州,38,1224,1262
厦门,南昌,48,1534,1582
厦门,郑州,37,1143,1180
厦门,中山,45,1392,1437
厦门,成都,62,2112,2174
厦门,昆明,23,720,743
泉州,嘉兴,17,489,506
泉州,宁波,30,952,982
泉州,台州,18,473,491
泉州,温州,26,837,863
泉州,东莞,80,2735,2815
泉州,烟台,16,445,461
泉州,喀什,5,134,139
厦门,信阳,19,495,514
重庆,深圳,47,1802,1849
重庆,唐山,10,353,363
重庆,湖州,7,279,286
重庆,台州,13,485,498
重庆,鹰潭,8,269,277
重庆,内江,7,224,231
重庆,宝鸡,5,182,187
长沙,廊坊,37,546,583
长沙,淮安,19,292,311
长沙,扬州,31,414,445
长沙,潍坊,50,764,814
长沙,嘉兴,61,873,934
长沙,温州,92,1428,1520
长沙,泉州,86,1459,1545
长沙,宝鸡,20,296,316
常德,呼和浩特,9,156,165
常德,北京,45,878,923
衡阳,昆明,37,1072,1109
衡阳,嘉兴,11,269,280
武汉,东莞,138,2884,3022
武汉,扬州,27,598,625
荆州,太原,17,154,171
荆州,济南,31,264,295
荆州,无锡,9,88,97
襄阳,上海,72,1699,1771
襄阳,济南,29,615,644
襄阳,天津,28,608,636
襄阳,衡阳,9,168,177
襄阳,漯河,12,222,234
襄阳,贵阳,15,288,303
襄阳,南充,8,131,139
郑州,宁波,112,2014,2126
郑州,南通,54,944,998
郑州,湖州,34,633,667
洛阳,宁波,52,582,634
洛阳,台州,25,284,309
洛阳,衡阳,38,403,441
漯河,保定,15,390,405
漯河,合肥,30,661,691
漯河,洛阳,24,560,584
漯河,大理州,10,232,242
漯河,厦门,22,529,551
信阳,石家庄,52,729,781
信阳,合肥,30,382,412
信阳,侯马,27,321,348
信阳,洛阳,23,303,326
信阳,东莞,28,394,422
信阳,柳州,19,237,256
广州,徐州,78,756,834
广州,金华,65,662,727
广州,温州,78,808,886
广州,泉州,147,1416,1563
广州,洛阳,65,612,677
汕头,呼和浩特,21,192,213
汕头,大连,10,70,80
汕头,台州,12,86,98
汕头,襄阳,12,94,106
汕头,海口,31,270,301
汕头,拉萨,11,74,85
广州,廊坊,30,289,319
湛江,哈尔滨,14,347,361
湛江,青岛,10,226,236
湛江,重庆,15,379,394
湛江,侯马,6,131,137
湛江,唐山,4,84,88
湛江,常州,7,145,152
湛江,常德,5,118,123
湛江,襄阳,5,96,101
湛江,洛阳,5,110,115
湛江,大理州,5,106,111
中山,南宁,91,1248,1339
中山,上海,84,1180,1264
中山,济南,72,876,948
中山,长沙,82,1097,1179
中山,郑州,58,753,811
中山,呼和浩特,32,321,353
中山,湖州,10,109,119
中山,赣州,16,206,222
中山,重庆,46,615,661
中山,常德,16,216,232
中山,襄阳,14,168,182
贵阳,无锡,6,125,131
海口,厦门,4,42,46
海口,重庆,6,75,81
海口,郑州,5,70,75
成都,长沙,85,2200,2285
成都,青岛,44,1043,1087
成都,唐山,15,372,387
成都,徐州,32,730,762
成都,盐城,13,305,318
成都,南通,16,408,424
成都,柳州,29,621,650
昆明,呼和浩特,17,288,305
昆明,石家庄,19,364,383
昆明,大连,12,216,228
昆明,宁波,17,337,354
昆明,福州,29,722,751
昆明,侯马,9,155,164
昆明,常州,11,213,224
昆明,襄阳,7,107,114
昆明,柳州,13,251,264
西安,南昌,81,3093,3174
西安,湛江,35,1337,1372
西安,昆明,51,1947,1998
西安,太原,114,3531,3645
西安,石家庄,45,1688,1733
西安,锦州,13,467,480
西安,兰州,89,2821,2910
衡阳,衡阳,31,898,929
南充,广州,38,632,670
西安,金华,33,1335,1368
呼和浩特,太原,15,355,370
锦州,天津,6,178,184
锦州,成都,3,70,73
太原,沈阳,14,691,705
太原,长春,10,479,489
太原,济南,22,1084,1106
太原,成都,11,650,661
天津,鹰潭,4,105,109
天津,宝鸡,4,128,132
长春,连云港,5,100,105
长春,嘉兴,6,139,145
哈尔滨,盐城,5,122,127
哈尔滨,南通,7,168,175
哈尔滨,济宁,9,261,270
哈尔滨,湛江,6,125,131
芜湖,廊坊,11,143,154
芜湖,南通,14,175,189
芜湖,赣州,16,202,218
济南,淮安,17,197,214
济南,内江,13,132,145
青岛,连云港,6,87,93
青岛,安庆,7,109,116
青岛,湖州,6,77,83
青岛,襄阳,8,95,103
青岛,银川,11,146,157
南昌,荆州,20,242,262
南昌,内江,12,146,158
福州,拉萨,5,83,88
厦门,保定,10,297,307
厦门,淮安,6,153,159
厦门,荆州,7,158,165
衡阳,芜湖,9,215,224
襄阳,兰州,6,120,126
武汉,宝鸡,16,371,387
漯河,烟台,10,286,296
信阳,烟台,14,195,209
信阳,济宁,14,196,210
信阳,赣州,10,140,150
信阳,淮安,4,54,58
广州,连云港,22,218,240
南宁,沈阳,13,1221,1234
南宁,哈尔滨,14,1244,1258
南宁,济南,23,1551,1574
南宁,南昌,21,1636,1657
柳州,南京,3,90,93
柳州,苏州,3,109,112
柳州,天津,3,89,92
贵阳,大理州,6,111,117
贵阳,临沂,4,66,70
贵阳,漯河,4,110,114
南充,石家庄,10,163,173
南充,重庆,18,477,495
南充,郑州,12,189,201
南充,东莞,11,177,188
南充,厦门,7,105,112
成都,扬州,10,250,260
大理州,武汉,5,188,193
西安,廊坊,10,395,405
西安,烟台,13,541,554
西安,临沂,10,398,408
西安,赣州,24,1001,1025
西安,荆州,8,306,314
西安,襄阳,15,573,588
深圳,湛江,94,290,384
乌鲁木齐,阿克苏,32,1496,1528
大连,哈尔滨,35,386,421
上海,太原,90,1343,1433
上海,常州,68,1047,1115
上海,芜湖,34,504,538
上海,青岛,114,1769,1883
上海,南宁,92,1409,1501
上海,兰州,99,1472,1571
上海,乌鲁木齐,112,1691,1803
上海,阿克苏,18,270,288
烟台,福州,10,216,226
烟台,汕头,7,140,147
烟台,湛江,4,72,76
义乌,青岛,511,4224,4735
义乌,厦门,387,3201,3588
义乌,汕头,383,3152,3535
义乌,湛江,233,1921,2154
义乌,南宁,445,3680,4125
义乌,昆明,350,2879,3229
赣州,石家庄,11,759,770
赣州,合肥,6,390,396
赣州,信阳,6,348,354
赣州,贵阳,10,643,653
襄阳,锦州,5,90,95
洛阳,阿克苏,5,27,32
深圳,济南,138,444,582
深圳,洛阳,45,144,189
深圳,柳州,66,210,276
深圳,昆明,144,462,606
深圳,兰州,60,191,251
南宁,蚌埠,8,561,569
南宁,洛阳,6,460,466
南充,信阳,7,83,90
西安,阿克苏,20,521,541
兰州,厦门,5,107,112
银川,锦州,3,26,29
银川,银川,37,1021,1058
呼和浩特,常州,2,56,58
呼和浩特,连云港,1,27,28
呼和浩特,济宁,2,65,67
呼和浩特,临沂,3,76,79
呼和浩特,柳州,2,60,62
呼和浩特,内江,1,16,17
呼和浩特,大理州,2,64,66
包头,侯马,1,11,12
包头,大连,1,12,13
包头,锦州,1,16,17
包头,长春,2,30,32
包头,盐城,1,4,5
包头,安庆,1,2,3
包头,临沂,1,4,5
包头,湖州,1,3,4
包头,义乌,1,5,6
包头,南昌,1,8,9
包头,重庆,1,7,8
包头,荆州,1,1,2
包头,深圳,1,12,13
包头,昆明,1,9,10
包头,西宁,1,2,3
太原,淮安,1,33,34
太原,潍坊,5,229,234
太原,烟台,5,269,274
太原,鹰潭,1,51,52
太原,泉州,3,164,167
太原,常德,2,87,89
太原,衡阳,2,139,141
太原,中山,4,287,291
侯马,北京,7,764,771
侯马,哈尔滨,3,307,310
侯马,无锡,1,86,87
侯马,烟台,1,74,75
侯马,宁波,2,119,121
侯马,广州,6,565,571
侯马,深圳,3,228,231
侯马,昆明,2,130,132
侯马,西安,5,489,494
侯马,拉萨,1,14,15
唐山,包头,2,20,22
唐山,襄阳,2,24,26
唐山,湛江,2,21,23
唐山,西宁,1,13,14
北京,盐城,9,202,211
北京,湖州,5,111,116
北京,荆州,4,96,100
北京,内江,3,59,62
大连,南京,5,58,63
大连,苏州,5,56,61
大连,临沂,3,37,40
大连,长沙,7,73,80
大连,深圳,8,89,97
大连,内江,1,3,4
锦州,湖州,1,10,11
锦州,厦门,1,21,22
锦州,常德,1,8,9
锦州,漯河,1,34,35
锦州,柳州,1,12,13
哈尔滨,赣州,3,94,97
上海,大连,47,726,773
上海,苏州,141,2206,2347
上海,扬州,26,392,418
上海,西宁,19,293,312
连云港,喀什,1,3,4
连云港,拉萨,3,18,21
盐城,宝鸡,5,28,33
济南,喀什,4,53,57
潍坊,喀什,1,9,10
烟台,潍坊,8,198,206
烟台,温州,6,158,164
烟台,衡阳,4,97,101
烟台,柳州,2,44,46
烟台,阿克苏,1,9,10
青岛,阿克苏,3,44,47
青岛,喀什,1,12,13
济宁,盐城,5,104,109
济宁,赣州,5,107,112
济宁,西宁,1,24,25
济宁,拉萨,1,23,24
临沂,连云港,6,69,75
临沂,内江,2,26,28
临沂,拉萨,3,33,36
湖州,拉萨,12,32,44
义乌,唐山,154,1270,1424
义乌,盐城,174,1439,1613
义乌,衡阳,270,2221,2491
义乌,深圳,576,4769,5345
鹰潭,湖州,3,29,32
赣州,唐山,3,181,184
赣州,沈阳,11,903,914
赣州,常州,3,215,218
赣州,潍坊,3,208,211
赣州,宁波,4,294,298
赣州,长沙,10,748,758
赣州,昆明,9,683,692
赣州,乌鲁木齐,3,215,218
厦门,内江,3,86,89
厦门,拉萨,3,124,127
重庆,喀什,1,40,41
常德,大理州,3,49,52
常德,西宁,1,11,12
常德,喀什,1,3,4
衡阳,潍坊,7,213,220
衡阳,义乌,5,141,146
荆州,大连,5,47,52
荆州,济宁,5,51,56
荆州,常德,7,69,76
荆州,银川,6,64,70
荆州,喀什,1,4,5
襄阳,连云港,3,58,61
襄阳,内江,2,26,28
襄阳,宝鸡,2,40,42
襄阳,乌鲁木齐,4,92,96
襄阳,阿克苏,1,18,19
漯河,荆州,4,97,101
信阳,喀什,1,12,13
深圳,大连,24,75,99
深圳,扬州,28,89,117
深圳,安庆,29,94,123
深圳,潍坊,27,86,113
深圳,常德,55,177,232
深圳,喀什,8,23,31
东莞,上海,158,857,1015
东莞,南通,35,186,221
东莞,临沂,46,246,292
东莞,嘉兴,36,192,228
东莞,义乌,15,79,94
东莞,宝鸡,12,60,72
东莞,阿克苏,21,113,134
湛江,包头,2,39,41
湛江,喀什,1,3,4
南宁,淮安,2,123,125
南宁,义乌,3,209,212
南宁,鹰潭,3,252,255
南宁,银川,3,267,270
南宁,阿克苏,1,75,76
柳州,临沂,1,30,31
柳州,义乌,1,35,36
柳州,泉州,2,85,87
柳州,常德,1,54,55
柳州,襄阳,1,31,32
柳州,银川,1,25,26
柳州,拉萨,1,14,15
贵阳,济宁,3,65,68
贵阳,乌鲁木齐,3,80,83
贵阳,拉萨,2,33,35
海口,侯马,2,23,25
海口,徐州,3,32,35
海口,湛江,3,36,39
南充,包头,2,29,31
南充,廊坊,2,30,32
南充,南通,3,40,43
南充,台州,3,51,54
南充,义乌,2,29,31
南充,鹰潭,2,25,27
南充,洛阳,4,61,65
内江,呼和浩特,2,54,56
内江,太原,3,102,105
内江,石家庄,2,74,76
内江,大连,1,23,24
内江,上海,4,153,157
内江,无锡,1,45,46
内江,苏州,2,86,88
内江,扬州,1,18,19
内江,南通,1,31,32
内江,蚌埠,1,42,43
内江,济南,4,154,158
内江,金华,2,48,50
内江,厦门,2,72,74
内江,兰州,2,48,50
内江,喀什,1,1,2
昆明,鹰潭,4,73,77
昆明,喀什,1,11,12
大理州,保定,2,44,46
大理州,连云港,1,14,15
大理州,临沂,1,25,26
大理州,嘉兴,2,48,50
大理州,湛江,1,35,36
大理州,南宁,3,137,140
大理州,银川,1,36,37
大理州,拉萨,1,21,22
宝鸡,太原,2,293,295
宝鸡,哈尔滨,2,386,388
宝鸡,南京,2,328,330
宝鸡,常州,1,152,153
宝鸡,杭州,2,407,409
宝鸡,泉州,1,139,140
宝鸡,重庆,2,347,349
宝鸡,贵阳,1,197,198
宝鸡,大理州,1,46,47
宝鸡,西宁,1,61,62
兰州,太原,4,125,129
兰州,南通,2,46,48
兰州,济南,7,220,227
兰州,义乌,1,31,32
兰州,南昌,5,143,148
兰州,郑州,6,207,213
兰州,信阳,2,74,76
兰州,内江,1,13,14
银川,长春,5,58,63
银川,徐州,2,27,29
银川,连云港,1,8,9
银川,济南,6,79,85
银川,天津,5,71,76
银川,温州,3,34,37
银川,南昌,4,46,50
银川,长沙,8,82,90
银川,武汉,6,74,80
银川,荆州,1,5,6
银川,漯河,2,21,23
银川,信阳,2,22,24
银川,成都,10,128,138
银川,西宁,2,38,40
银川,拉萨,1,15,16
西宁,包头,1,6,7
西宁,廊坊,1,7,8
西宁,南京,1,40,41
西宁,合肥,1,31,32
西宁,蚌埠,1,16,17
西宁,安庆,1,9,10
西宁,天津,2,42,44
西宁,杭州,2,50,52
西宁,衡阳,1,19,20
西宁,信阳,1,33,34
西宁,洛阳,1,26,27
西宁,柳州,1,10,11
西宁,贵阳,1,29,30
西宁,阿克苏,1,9,10
西宁,喀什,1,2,3
西宁,拉萨,2,61,63
乌鲁木齐,保定,3,199,202
乌鲁木齐,南京,3,133,136
乌鲁木齐,烟台,1,50,51
乌鲁木齐,杭州,5,250,255
乌鲁木齐,湖州,1,30,31
乌鲁木齐,宁波,2,78,80
乌鲁木齐,赣州,1,18,19
乌鲁木齐,湛江,1,21,22
乌鲁木齐,中山,2,87,89
乌鲁木齐,拉萨,1,31,32
阿克苏,石家庄,1,16,17
阿克苏,唐山,1,3,4
阿克苏,南京,1,19,20
阿克苏,盐城,1,3,4
阿克苏,天津,1,31,32
阿克苏,杭州,1,32,33
阿克苏,湖州,1,4,5
阿克苏,金华,1,11,12
阿克苏,长沙,2,36,38
阿克苏,常德,1,5,6
阿克苏,漯河,1,25,26
阿克苏,深圳,1,27,28
阿克苏,湛江,1,3,4
喀什,廊坊,1,1,2
喀什,保定,1,3,4
喀什,北京,1,17,18
喀什,锦州,1,2,3
喀什,哈尔滨,1,10,11
喀什,南京,1,11,12
喀什,连云港,1,1,2
喀什,淮安,1,1,2
喀什,安庆,1,2,3
喀什,宁波,1,2,3
喀什,赣州,1,2,3
喀什,长沙,2,17,19
喀什,武汉,1,27,28
喀什,广州,1,24,25
喀什,昆明,1,9,10
喀什,乌鲁木齐,1,14,15
拉萨,沈阳,1,13,14
拉萨,大连,1,2,3
拉萨,哈尔滨,1,11,12
拉萨,上海,1,17,18
拉萨,烟台,1,2,3
拉萨,济宁,1,4,5
拉萨,临沂,1,4,5
拉萨,杭州,1,13,14
拉萨,武汉,1,25,26
石家庄,保定,132,1431,1563
唐山,保定,26,307,333
南京,无锡,179,2266,2445
扬州,苏州,81,838,919
无锡,扬州,49,347,396
无锡,南通,73,542,615
连云港,徐州,67,422,489
淮安,南通,35,356,391
徐州,淮安,33,542,575
常州,扬州,49,449,498
杭州,杭州,315,744,1059
台州,杭州,424,1496,1920
台州,湖州,75,254,329
金华,宁波,527,3690,4217
温州,宁波,268,1031,1299
温州,湖州,70,252,322
福州,泉州,85,1047,1132
汕头,广州,281,2288,2569
昆明,大理州,117,2171,2288
昆明,昆明,159,4336,4495
石家庄,石家庄,256,2931,3187
石家庄,青岛,146,1715,1861
石家庄,漯河,113,1245,1358
石家庄,福州,140,1604,1744
石家庄,柳州,62,649,711
石家庄,昆明,137,1540,1677
石家庄,安庆,41,473,514
石家庄,鹰潭,24,268,292
石家庄,海口,86,967,1053
廊坊,太原,40,349,389
廊坊,青岛,29,261,290
廊坊,银川,23,198,221
保定,成都,146,1238,1384
保定,西安,134,1106,1240
保定,锦州,20,142,162
保定,南京,37,291,328
保定,徐州,38,297,335
保定,洛阳,47,381,428
保定,南宁,53,444,497
北京,成都,80,1801,1881
沈阳,哈尔滨,320,2661,2981
沈阳,侯马,48,344,392
沈阳,济南,148,1201,1349
长春,石家庄,33,765,798
长春,合肥,14,273,287
南京,石家庄,153,1795,1948
南京,芜湖,73,860,933
南京,柳州,56,623,679
南京,贵阳,155,1821,1976
南京,兰州,96,1163,1259
常州,郑州,271,2745,3016
常州,广州,394,3983,4377
无锡,锦州,24,180,204
无锡,西安,134,1023,1157
无锡,兰州,57,442,499
常州,南宁,156,1594,1750
苏州,锦州,32,227,259
苏州,天津,122,990,1112
苏州,信阳,68,546,614
苏州,柳州,46,360,406
苏州,拉萨,26,193,219
徐州,信阳,126,2178,2304
徐州,漯河,112,1946,2058
徐州,中山,134,2302,2436
徐州,锦州,49,809,858
徐州,福州,171,3080,3251
徐州,武汉,286,5441,5727
徐州,西安,298,5441,5739
连云港,呼和浩特,36,228,264
连云港,哈尔滨,69,470,539
连云港,锦州,19,113,132
连云港,长春,68,460,528
连云港,武汉,80,535,615
